T,p,eta,rho,shortref,DOI,state
294.5,54.817,3.74E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.5,3.35,1.16E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.5,41.935,3.15E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.5,28.137,2.44E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.7,20.797,2E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.7,27.719,2.36E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.7,13.937,1.59E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.7,34.285,2.7E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
294.7,6.867,1.27E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,41.93,3.13E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,6.92,1.25E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,3.384,1.16E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,28.117,2.42E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,13.891,1.6E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,34.703,2.78E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
295.2,6.843,1.28E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
297.4,54.717,3.62E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
297.4,41.587,3.07E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
297.4,48.478,3.4E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
298,6.934,1.29E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
298,3.46,1.2E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.56,27.611,2.08E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.57,20.359,1.87E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.58,34.468,2.28E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.59,6.693,1.52E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.59,13.859,1.68E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.6,56.553,3E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.61,41.3,2.49E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.62,3.463,1.46E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
399.64,48.275,2.72E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
400.24,53.761,2.95E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
400.24,17.344,1.81E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
400.25,10.464,1.62E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
400.25,24.229,2.01E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
401.61,33.912,2.22E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
401.61,20.665,1.84E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.44,6.735,1.72E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.5,56.187,2.7E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.5,41.193,2.4E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.5,48.172,2.53E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.53,34.285,2.24E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.53,27.245,2.08E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.56,20.606,1.97E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.56,13.667,1.84E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
499.58,6.851,1.72E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.05,10.283,1.76E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.14,24.163,2.03E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.14,17.231,1.9E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.25,31.069,2.17E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.25,37.88,2.32E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.39,51.602,2.6E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.39,44.746,2.46E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
500.44,57.653,2.72E-05,,Diller and Frederick (1989),10.1007/BF00500715,G
296.15,0.03013,1.079E-05,,Ishida (1923),10.1103/PhysRev.21.550,G
296.15,0.05773,1.079E-05,,Ishida (1923),10.1103/PhysRev.21.550,G
291.95,0.101,1.112E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
291.95,0.101,1.111E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
296.85,0.101,1.103E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
296.85,0.101,1.103E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
551.15,0.101,1.841E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
551.15,0.101,1.839E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
557.15,0.101,1.813E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
557.15,0.101,1.813E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
653.15,0.101,2.028E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
653.15,0.101,2.022E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
674.15,0.101,2.113E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
674.15,0.101,2.117E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
772.15,0.101,2.265E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
772.15,0.101,2.262E-05,,Trautz and Zink (1930),10.1002/andp.19303990405,G
96.8,0.04053,0.000169,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
96.8,0.284,0.00017,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
96.8,1.966,0.000173,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
96.8,3.85,0.00018,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
96.8,5.826,0.00018,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
96.8,7.812,0.000191,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
96.8,9.352,0.000188,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
115.3,0.132,0.000107,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
115.3,2.148,0.00011,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
115.3,4.002,0.000112,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
115.3,6.059,0.000117,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
115.3,7.812,0.000119,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
115.3,10.122,0.000123,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
138.7,0.618,6.95E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
138.7,1.925,7.12E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
138.7,3.942,7.36E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
138.7,5.867,7.65E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
138.7,7.954,7.88E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
138.7,9.443,8.02E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
156.3,1.378,4.88E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
156.3,2.513,4.91E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
156.3,4.053,5.15E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
156.3,6.019,5.21E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
156.3,8.096,5.15E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
156.3,9.707,5.33E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
183,3.648,2.7E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
183,5.522,2.84E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
183,7.772,2.99E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
183,9.96,3.07E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
106.4,0.0608,0.000133,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
106.4,1.925,0.000135,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
106.4,4.033,0.000138,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
106.4,5.846,0.000141,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
106.4,7.944,0.000145,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
106.4,9.545,0.000149,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
125,0.274,9E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
125,3.81,9.36E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
125,6.15,9.58E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
125,7.711,0.0001007,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
125,9.808,9.83E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,0.861,6.35E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,1.115,6.37E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,1.996,6.6E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,3.982,6.83E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,5.846,7.13E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,7.792,7.25E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
145.6,9.595,7.58E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
171.4,2.442,3.55E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
171.4,3.931,3.68E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
171.4,5.907,3.81E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
171.4,7.691,3.96E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
171.4,9.636,4.02E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
187.3,5.887,2.37E-05,,Hellemans et al. (1970) [A],10.1016/0031-8914(70)90013-3,L
308.15,0.05,1.122E-05,,Lambert et al. (1955),10.1098/rspa.1955.0173,G
323.15,0.05,1.162E-05,,Lambert et al. (1955),10.1098/rspa.1955.0173,G
338.15,0.05,1.211E-05,,Lambert et al. (1955),10.1098/rspa.1955.0173,G
350.35,0.05,1.238E-05,,Lambert et al. (1955),10.1098/rspa.1955.0173,G
324.81,0.689,1.189E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,0.689,1.297E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,0.689,1.382E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,0.689,1.465E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,3.447,1.233E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,3.447,1.34E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,3.447,1.427E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,3.447,1.511E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,6.895,1.329E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,6.895,1.411E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,6.895,1.49E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,6.895,1.57E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,13.789,1.593E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,13.789,1.617E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,13.789,1.658E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,13.789,1.713E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,20.684,1.909E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,20.684,1.874E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,20.684,1.872E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,20.684,1.889E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,27.579,2.21E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,27.579,2.143E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,27.579,2.114E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,27.579,2.085E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,34.474,2.511E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,34.474,2.41E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,34.474,2.349E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,34.474,2.287E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,41.368,2.81E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,41.368,2.67E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,41.368,2.57E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,41.368,2.488E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,48.263,3.081E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,48.263,2.924E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,48.263,2.787E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,48.263,2.682E-05,,Baron et al. (1959),10.1021/je60003a024,G
324.81,55.158,3.329E-05,,Baron et al. (1959),10.1021/je60003a024,G
352.59,55.158,3.158E-05,,Baron et al. (1959),10.1021/je60003a024,G
380.37,55.158,3E-05,,Baron et al. (1959),10.1021/je60003a024,G
408.15,55.158,2.87E-05,,Baron et al. (1959),10.1021/je60003a024,G
153.15,0.101,6.4E-06,,Huang et al. (1966),10.1002/aic.690120518,G
173.15,0.101,7.1E-06,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,0.101,7.6E-06,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,4.136,9.4E-06,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,5.514,2.35E-05,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,6.893,2.88E-05,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,10.339,3.45E-05,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,13.786,3.91E-05,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,20.679,4.53E-05,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,27.571,5.08E-05,,Huang et al. (1966),10.1002/aic.690120518,G
193.15,34.464,5.55E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,0.101,8E-06,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,4.136,9E-06,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,5.514,1.13E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,6.893,1.85E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,10.339,2.8E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,13.786,3.33E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,20.679,4.03E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,27.571,4.56E-05,,Huang et al. (1966),10.1002/aic.690120518,G
203.15,34.464,5.01E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,0.101,8.3E-06,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,4.136,9.2E-06,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,5.514,1.03E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,6.893,1.27E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,10.339,2.29E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,13.786,2.87E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,20.679,3.64E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,27.571,4.2E-05,,Huang et al. (1966),10.1002/aic.690120518,G
213.15,34.464,4.63E-05,,Huang et al. (1966),10.1002/aic.690120518,G
223.15,6.893,1.18E-05,,Huang et al. (1966),10.1002/aic.690120518,G
223.15,10.339,1.84E-05,,Huang et al. (1966),10.1002/aic.690120518,G
223.15,13.786,2.44E-05,,Huang et al. (1966),10.1002/aic.690120518,G
223.15,20.679,3.3E-05,,Huang et al. (1966),10.1002/aic.690120518,G
223.15,27.571,3.86E-05,,Huang et al. (1966),10.1002/aic.690120518,G
223.15,34.464,4.32E-05,,Huang et al. (1966),10.1002/aic.690120518,G
248.15,6.893,1.16E-05,,Huang et al. (1966),10.1002/aic.690120518,G
248.15,10.339,1.44E-05,,Huang et al. (1966),10.1002/aic.690120518,G
248.15,13.786,1.82E-05,,Huang et al. (1966),10.1002/aic.690120518,G
248.15,20.679,2.56E-05,,Huang et al. (1966),10.1002/aic.690120518,G
248.15,27.571,3.14E-05,,Huang et al. (1966),10.1002/aic.690120518,G
248.15,34.464,3.61E-05,,Huang et al. (1966),10.1002/aic.690120518,G
273.15,6.893,1.2E-05,,Huang et al. (1966),10.1002/aic.690120518,G
273.15,10.339,1.38E-05,,Huang et al. (1966),10.1002/aic.690120518,G
273.15,13.786,1.61E-05,,Huang et al. (1966),10.1002/aic.690120518,G
273.15,20.679,2.14E-05,,Huang et al. (1966),10.1002/aic.690120518,G
273.15,27.571,2.63E-05,,Huang et al. (1966),10.1002/aic.690120518,G
273.15,34.464,3.05E-05,,Huang et al. (1966),10.1002/aic.690120518,G
133.15,5.86,7.42E-05,,Swift et al. (1960),10.1002/aic.690060314,L
153.15,13.445,5.31E-05,,Swift et al. (1960),10.1002/aic.690060314,L
298.15,6.996,1.335E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
298.15,13.891,1.601E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
298.15,20.785,1.97E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
298.15,27.68,2.34E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
298.15,41.47,3.038E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
298.15,55.259,3.597E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
298.15,69.049,4.007E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,6.996,1.298E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,13.891,1.728E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,20.785,2.204E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,27.68,2.657E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,41.47,3.467E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,55.259,4.139E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
273.15,69.049,4.655E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,6.996,1.238E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,13.891,1.909E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,20.785,2.614E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,27.68,3.189E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,41.47,4.088E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,55.259,4.874E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
248.15,69.049,5.489E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
222.95,6.996,1.219E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
222.95,13.891,2.564E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
222.95,20.785,3.437E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
222.95,27.68,4.034E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
222.95,41.47,5.017E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
222.95,69.049,6.428E-05,,Ross and Brown (1957),10.1021/ie50576a041,SCR
320.65,0.0212,1.188E-05,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
308.85,0.02107,1.13E-05,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
287.95,0.02093,1.079E-05,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
267.95,0.02053,1.016E-05,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
248.45,0.02026,9.54E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
228.25,0.02,8.84E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
210.45,0.01973,8.24E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
191.75,0.01933,7.48E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
90.15,0.006266,3.76E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
86.05,0.002133,3.56E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
78.65,0.001013,3.48E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
78.25,0.0007066,3.48E-06,,Van Itterbeek (1940),10.1016/0031-8914(40)90160-4,G
296.15,0.101,1.1035E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
323.15,0.101,1.195E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
373.15,0.101,1.3473E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
422.15,0.101,1.4897E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
423.15,0.101,1.4925E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
473.15,0.101,1.6276E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
474.15,0.101,1.6302E-05,,Kestin et al. (1977) [B],10.1016/0378-4371(77)90003-6,G
310.93,1.379,1.201E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,1.379,1.308E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,1.379,1.405E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,1.379,1.509E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,1.379,1.6E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,2.758,1.21E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,2.758,1.328E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,2.758,1.422E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,2.758,1.526E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,4.137,1.254E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,4.137,1.346E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,4.137,1.44E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,4.137,1.534E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,4.137,1.637E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,5.516,1.276E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,5.516,1.373E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,5.516,1.463E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,5.516,1.55E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,6.895,1.316E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,6.895,1.408E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,6.895,1.481E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,6.895,1.566E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,6.895,1.672E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,10.342,1.446E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,10.342,1.49E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,10.342,1.633E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,13.789,1.595E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,13.789,1.599E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,13.789,1.646E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,13.789,1.702E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,13.789,1.785E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,20.684,1.956E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,20.684,1.868E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,20.684,1.86E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,20.684,1.882E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,20.684,1.933E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,27.579,2.314E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,27.579,2.163E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,27.579,2.064E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,27.579,2.092E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,34.474,2.665E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,34.474,2.446E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,34.474,2.327E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,34.474,2.283E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
444.26,34.474,2.263E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,41.368,2.99E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,41.368,2.75E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,41.368,2.556E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,41.368,2.486E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,55.158,3.547E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
344.26,55.158,3.222E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
377.59,55.158,3.003E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
410.93,55.158,2.908E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,1.379,1.201E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,2.758,1.21E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,4.137,1.254E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,5.516,1.276E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,6.895,1.316E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,10.342,1.446E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,13.79,1.595E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,20.684,1.956E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,27.579,2.314E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,34.474,2.665E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,41.368,2.99E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
310.93,55.158,3.547E-05,,Gonzales et al. (1967),10.2118/1483-PA,G
