T,p,eta,rho,shortref,DOI,state
310.93,0.121,1.1685E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.123,1.1602E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.124,1.1603E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.124,1.1614E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.124,1.1629E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.126,1.1684E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.132,1.1569E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.132,1.1616E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,0.132,1.1644E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,6.284,1.2823E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,6.284,1.2835E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,10.208,1.4287E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,10.208,1.4349E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,10.207,1.4328E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,13.403,1.5536E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,13.403,1.5536E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,13.403,1.5634E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,13.403,1.5642E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,27.444,2.2952E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,27.465,2.2924E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,27.468,2.2741E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,27.513,2.2697E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,34.576,2.6489E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,34.613,2.6454E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,34.645,2.6414E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,35.187,2.6436E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,35.211,2.6362E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,35.211,2.6434E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
310.93,35.211,2.6522E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,0.127,1.362E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,0.127,1.3621E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,0.127,1.3653E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,7.054,1.4639E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,7.055,1.4658E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,7.055,1.4656E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,13.877,1.6389E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,14.061,1.6368E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,14.069,1.6363E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.674,2.085E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.684,2.094E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.691,2.0712E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.691,2.0641E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.691,2.0622E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.909,2.0743E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.934,2.0849E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,27.995,2.0776E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,35.049,2.3278E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,35.049,2.3406E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,35.049,2.3382E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
377.59,35.049,2.3335E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,0.134,1.5579E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,0.134,1.5602E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,0.134,1.5604E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,0.134,1.5605E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,6.991,1.6377E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,6.993,1.6357E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,6.996,1.6358E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,14.045,1.7589E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,14.047,1.7552E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,14.047,1.7594E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,28.622,2.0976E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,28.662,2.0918E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,28.67,2.0915E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,34.818,2.2208E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,34.821,2.2165E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,34.821,2.2179E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,35.3,2.2513E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,35.326,2.2499E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
444.26,35.344,2.2581E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,0.216,1.6526E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,0.216,1.6551E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,0.216,1.6553E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,7.08,1.7242E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,7.082,1.7253E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,7.086,1.7214E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,14.064,1.8338E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,14.067,1.8354E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,14.067,1.8389E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,27.837,2.0909E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,27.846,2.0921E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,27.962,2.1058E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,27.962,2.1104E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,27.962,2.0991E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,27.962,2.0939E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,34.935,2.2285E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,34.955,2.232E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
477.59,34.955,2.2271E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
260,0.102,9.815E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.201,9.836E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.301,9.851E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.398,9.865E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.497,9.879E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.601,9.896E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.7,9.906E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.8,9.924E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,0.899,9.939E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,1.003,9.954E-06,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,1.252,1E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,1.501,1.0042E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,1.753,1.0088E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,1.998,1.0135E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,2.253,1.0249E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,2.263,1.0196E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,2.733,1.0302E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,2.986,1.0362E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,3.248,1.0429E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,3.483,1.0499E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,3.74,1.0568E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,3.989,1.0642E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,4.262,1.0733E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,4.484,1.0807E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,4.746,1.0896E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,4.995,1.0988E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,5.498,1.1182E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,5.996,1.1394E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,6.503,1.1632E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,6.998,1.1871E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,7.5,1.2141E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,7.994,1.2428E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,8.481,1.2726E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,9.008,1.3072E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,9.455,1.3389E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,9.995,1.3791E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,10.498,1.4185E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,11.011,1.4597E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,11.477,1.5004E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,12.013,1.5482E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,12.478,1.5903E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,13.017,1.6396E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,13.501,1.6846E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,13.992,1.7326E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,14.498,1.78E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,15.008,1.8292E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,15.529,1.8786E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,16.008,1.924E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,16.541,1.9735E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,17.024,2.0192E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,17.393,2.0532E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,17.989,2.1062E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,18.473,2.1496E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,18.991,2.1943E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,19.471,2.2359E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
260,19.825,2.2652E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.101,1.0484E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.199,1.0504E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.301,1.0519E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.4,1.0536E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.5,1.0547E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.601,1.0564E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.701,1.0574E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.8,1.0598E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.9,1.0604E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,0.998,1.0619E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,1.24,1.0656E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,1.497,1.0699E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,1.746,1.0742E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,1.991,1.0789E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,2.226,1.0832E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,2.496,1.0887E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,2.742,1.0939E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,2.999,1.099E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,3.247,1.1048E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,3.497,1.1107E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,3.736,1.1162E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,3.998,1.1235E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,4.232,1.1295E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,4.488,1.1368E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,4.744,1.144E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,4.986,1.1514E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,5.497,1.1676E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,5.999,1.1845E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,6.505,1.2027E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,7.008,1.2218E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,7.505,1.2421E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,7.983,1.2627E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,8.521,1.2875E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,8.998,1.3105E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,9.5,1.3361E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,10.004,1.3625E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,10.503,1.3902E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,11.006,1.419E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,11.496,1.4482E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,11.999,1.4795E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,12.482,1.5098E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,13.001,1.544E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,13.498,1.5766E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,13.934,1.6059E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,14.475,1.6431E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,15.004,1.6807E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,15.504,1.7167E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,16.004,1.7523E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,16.509,1.7877E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,17.004,1.8247E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,17.502,1.8596E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,17.992,1.8961E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,18.511,1.9331E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,19.012,1.9686E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,19.467,2.0006E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
280,19.837,2.0268E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.09956,1.1142E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.201,1.1161E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.3,1.1173E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.402,1.119E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.5,1.1204E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.6,1.1216E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.697,1.1228E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.796,1.1238E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.898,1.1253E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,0.996,1.1268E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,1.252,1.1306E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,1.491,1.1342E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,1.752,1.1383E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,2.004,1.1424E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,2.251,1.1468E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,2.494,1.1511E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,2.737,1.1558E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,2.993,1.1605E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,3.248,1.1657E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,3.497,1.1711E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,3.752,1.1767E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,3.99,1.182E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,4.249,1.1879E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,4.495,1.1939E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,4.753,1.2001E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,4.994,1.2064E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,5.495,1.2197E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,5.973,1.2332E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,6.471,1.2482E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,7.001,1.2648E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,7.496,1.2813E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,7.98,1.2979E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,8.464,1.3155E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,9,1.3357E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,9.5,1.3554E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,9.986,1.3755E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,10.487,1.3968E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,10.947,1.4172E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,11.51,1.4426E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,11.998,1.4658E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,12.5,1.4898E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,12.978,1.5135E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,13.457,1.538E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,14.022,1.5672E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,14.516,1.5939E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,14.975,1.6178E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,15.479,1.6457E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,15.959,1.6718E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,16.471,1.7003E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,16.978,1.7296E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,17.476,1.758E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,17.965,1.786E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,18.473,1.8151E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,18.941,1.842E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,19.525,1.8755E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
300,20.028,1.9048E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.09717,1.1773E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.201,1.1795E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.3,1.1809E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.4,1.1821E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.5,1.1835E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.6,1.1846E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.699,1.1859E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.8,1.1871E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,0.901,1.1882E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,1,1.1898E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,1.25,1.1932E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,1.503,1.1967E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,1.749,1.2003E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,2.001,1.2004E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,2.253,1.2084E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,2.493,1.2123E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,2.743,1.2167E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,3,1.221E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,3.26,1.226E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,3.493,1.2303E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,3.76,1.2353E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,4.009,1.2406E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,4.249,1.2455E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,4.509,1.2513E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,4.754,1.2564E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,5.001,1.262E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,5.49,1.2734E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,6,1.2859E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,6.486,1.2987E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,6.998,1.3125E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,7.481,1.3257E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,8.005,1.341E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,8.495,1.356E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,8.994,1.3715E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,9.498,1.388E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,10.001,1.4051E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,10.491,1.4221E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,10.997,1.4401E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,11.496,1.4586E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,11.866,1.4733E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,12.485,1.4966E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,12.98,1.5168E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,13.496,1.5379E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,14.003,1.5589E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,14.504,1.5802E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,15.002,1.601E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,15.498,1.6232E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,16.019,1.6464E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,16.527,1.6704E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,17.035,1.6928E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,17.54,1.7159E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,18.01,1.7384E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,18.524,1.7622E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,19.017,1.786E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,19.504,1.8092E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
320,19.929,1.8293E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.09961,1.2402E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.198,1.2421E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.301,1.2439E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.404,1.2452E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.502,1.2461E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.602,1.2472E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
